TicketPrice,ReturnTrip,TripType,Age,Gender,TravelTime,Region
57.61,No,Half,66,Other,PM,Europe
23.89,Yes,Full,18,Male,AM,Europe
26.77,No,Full,45,Female,AM,International
100.24,Yes,Half,72,Female,AM,International
30.39,Yes,Full,77,Female,PM,Europe
109.5,Yes,Full,54,Female,PM,International
22.55,Yes,Full,32,Female,AM,Europe
81.75,No,Full,64,Male,PM,Europe
52.23,Yes,Half,29,Male,AM,International
76.85,No,Half,40,Female,PM,Europe
10.1,No,Full,36,Male,PM,Europe
45.92,Yes,Full,34,Other,AM,Europe
26.92,Yes,Half,69,Female,PM,Europe
18.45,No,Full,65,Male,PM,International
8.37,No,Half,33,Female,PM,International
9.64,No,Full,40,Male,PM,Europe
85.81,No,Full,76,Female,PM,Europe
62.2,Yes,Full,76,Female,PM,Europe
41.64,No,Full,18,Female,PM,Europe
15.07,No,Full,41,Female,AM,Europe
24.98,No,Half,27,Male,AM,International
36.14,No,Full,56,Male,AM,Europe
60.96,No,Half,53,Male,AM,Europe
112.72,No,Half,20,Male,PM,Europe
44.05,No,Full,60,Male,PM,International
46.03,Yes,Full,56,Male,PM,International
87.07,No,Half,37,Female,PM,Europe
60.81,Yes,Half,53,Male,PM,International
37.49,Yes,Full,66,Male,PM,Europe
22.95,No,Full,76,Male,PM,International
9.45,No,Half,39,Male,PM,International
30.44,Yes,Half,41,Male,AM,Europe
111.06,No,Full,18,Female,AM,International
119.29,No,Full,72,Female,AM,Europe
97.48,No,Half,41,Male,PM,Europe
58.09,No,Full,40,Female,AM,Europe
87.16,No,Full,39,Female,AM,Europe
99.69,No,Full,72,Female,AM,Europe
46.33,No,Half,32,Female,AM,International
25.42,No,Full,77,Female,AM,International
23.69,Yes,Half,64,Female,AM,International
71.01,No,Half,20,Female,PM,International
12.18,Yes,Half,34,Male,PM,Europe
119.29,Yes,Full,40,Female,AM,Europe
56.36,No,Full,74,Female,AM,International
31.3,No,Full,34,Female,AM,International
64.56,No,Full,33,Male,AM,Europe
33.61,Yes,Full,43,Other,AM,International
75.97,No,Full,51,Male,AM,Europe
99.45,No,Full,48,Male,PM,International
53.62,Yes,Full,72,Female,PM,Europe
89.78,No,Half,35,Male,PM,International
73.1,Yes,Full,23,Male,AM,International
24.47,No,Full,49,Male,AM,Europe
29.63,Yes,Full,71,Other,AM,Europe
67.64,Yes,Full,22,Male,PM,International
102.64,Yes,Full,56,Female,AM,Europe
56.09,Yes,Full,78,Male,PM,Europe
76.97,Yes,Half,62,Female,AM,Europe
92.27,No,Full,47,Female,PM,Europe
96.82,No,Full,71,Male,PM,Europe
79.47,No,Full,66,Male,AM,Europe
94.91,Yes,Half,26,Male,AM,Europe
74.59,No,Half,56,Male,PM,Europe
111.31,Yes,Full,47,Female,AM,International
44.36,No,Half,35,Female,PM,Europe
101.17,Yes,Full,71,Female,AM,International
79.51,No,Full,49,Male,AM,Europe
70.92,No,Full,19,Male,PM,International
87.58,No,Full,20,Male,AM,Europe
7.66,Yes,Half,71,Male,PM,Europe
94.85,Yes,Full,79,Male,AM,International
31.37,No,Full,49,Male,PM,Europe
22.69,Yes,Full,59,Male,AM,International
81.41,No,Full,49,Male,AM,International
108.81,Yes,Full,45,Female,AM,Europe
68.25,No,Full,71,Male,AM,Europe
31.88,Yes,Full,66,Male,AM,International
90.0,No,Full,26,Female,AM,International
108.35,No,Half,77,Female,PM,Europe
89.5,No,Full,29,Male,AM,Europe
97.97,No,Full,39,Female,AM,Europe
112.55,Yes,Full,36,Female,PM,Europe
65.37,No,Half,35,Male,PM,Europe
108.8,No,Full,18,Female,PM,International
97.3,Yes,Full,49,Female,AM,International
45.24,No,Full,34,Male,AM,Europe
42.62,Yes,Full,26,Female,AM,Europe
28.92,Yes,Full,23,Male,AM,Europe
81.58,No,Half,41,Male,PM,Europe
106.74,No,Full,67,Female,PM,Europe
14.64,No,Half,55,Male,AM,Europe
71.59,No,Full,22,Male,PM,Europe
85.37,No,Full,37,Female,PM,Europe
98.75,No,Half,67,Other,PM,Europe
69.1,Yes,Full,62,Female,AM,Europe
80.92,No,Half,21,Male,AM,International
65.19,No,Full,65,Female,PM,Europe
27.07,Yes,Full,42,Female,AM,Europe
12.85,No,Half,27,Female,PM,International
34.43,Yes,Half,72,Female,PM,Europe
98.58,Yes,Full,46,Male,PM,Europe
18.95,No,Full,39,Male,AM,Europe
13.25,Yes,Full,45,Male,AM,Europe
30.53,Yes,Full,66,Female,PM,International
38.32,Yes,Full,62,Male,PM,International
51.26,Yes,Half,75,Male,PM,International
100.8,No,Half,29,Female,PM,Europe
76.79,No,Half,66,Male,PM,Europe
91.3,No,Full,61,Female,PM,Europe
107.41,No,Full,37,Male,PM,Europe
93.25,No,Full,65,Female,AM,International
35.1,Yes,Full,50,Male,PM,International
68.07,Yes,Full,55,Female,PM,Europe
57.12,No,Full,65,Female,PM,Europe
99.54,No,Half,23,Female,PM,Europe
33.75,Yes,Full,43,Female,PM,Europe
74.98,Yes,Full,28,Male,PM,Europe
9.54,Yes,Full,36,Male,PM,International
42.31,No,Half,68,Female,AM,International
59.05,No,Full,47,Male,PM,Europe
28.75,Yes,Half,67,Female,PM,International
82.33,No,Full,50,Male,PM,Europe
47.33,Yes,Full,25,Female,PM,International
26.62,No,Full,75,Male,AM,Europe
104.9,No,Full,20,Female,PM,Europe
28.06,No,Full,23,Male,PM,Europe
71.25,Yes,Full,63,Male,PM,Europe
60.83,No,Full,21,Male,AM,International
56.09,No,Half,22,Female,PM,Europe
32.22,No,Half,20,Female,AM,International
99.32,No,Full,79,Male,AM,Europe
78.93,No,Full,64,Female,PM,Europe
97.45,Yes,Full,69,Other,PM,Europe
88.46,No,Full,56,Female,AM,Europe
92.9,No,Full,61,Male,AM,Europe
27.09,No,Half,43,Female,AM,International
75.02,No,Half,34,Male,PM,Europe
95.62,Yes,Full,64,Female,AM,Europe
62.16,Yes,Full,46,Male,PM,International
76.19,No,Full,58,Female,PM,Europe
36.29,No,Full,36,Male,AM,International
57.47,No,Full,59,Male,PM,International
101.43,No,Full,72,Male,AM,International
29.11,No,Half,40,Female,AM,Europe
86.8,No,Half,37,Female,PM,International
78.09,No,Full,79,Male,PM,International
13.64,Yes,Half,56,Other,AM,Europe
81.42,Yes,Full,30,Female,PM,International
57.45,No,Full,43,Male,AM,Europe
25.92,No,Half,44,Male,PM,Europe
54.14,No,Half,77,Female,AM,Europe
19.57,Yes,Full,28,Male,PM,Europe
113.97,Yes,Full,26,Male,PM,Europe
117.07,No,Full,19,Male,PM,International
53.98,No,Full,24,Other,PM,Europe
29.14,No,Half,27,Male,PM,International
96.61,No,Full,62,Female,AM,Europe
41.35,Yes,Full,69,Male,AM,International
46.01,Yes,Full,19,Female,AM,Europe
51.06,Yes,Full,20,Male,PM,Europe
87.3,Yes,Full,78,Female,AM,International
75.42,No,Full,21,Male,PM,Europe
119.0,No,Full,21,Male,AM,Europe
101.59,No,Full,22,Male,PM,Europe
117.09,Yes,Full,54,Female,PM,International
93.9,No,Full,47,Female,PM,Europe
53.59,Yes,Full,24,Female,PM,International
110.95,Yes,Full,80,Male,PM,Europe
51.29,No,Half,58,Male,PM,International
16.55,No,Full,18,Female,PM,Europe
30.45,No,Full,59,Male,AM,Europe
117.56,Yes,Full,49,Female,AM,Europe
25.87,No,Half,35,Female,AM,International
50.45,Yes,Full,26,Other,AM,Europe
100.48,No,Full,77,Female,AM,Europe
62.89,Yes,Half,22,Female,AM,Europe
80.24,Yes,Full,78,Female,AM,Europe
105.42,No,Half,42,Male,AM,Europe
17.37,Yes,Full,44,Female,PM,Europe
59.87,Yes,Full,70,Male,AM,Europe
42.19,No,Full,26,Male,AM,Europe
77.91,Yes,Full,30,Female,AM,International
61.97,No,Full,42,Female,PM,International
44.29,No,Full,79,Male,PM,Europe
28.29,No,Full,30,Female,PM,International
21.65,No,Full,46,Female,PM,International
90.48,Yes,Full,38,Male,AM,Europe
100.12,No,Half,40,Male,PM,Europe
95.17,Yes,Half,65,Male,AM,Europe
82.39,No,Full,36,Female,PM,International
76.99,No,Full,57,Male,PM,Europe
51.99,Yes,Half,59,Female,AM,Europe
78.46,Yes,Full,58,Male,PM,International
18.51,Yes,Full,69,Female,AM,Europe
70.58,Yes,Full,76,Female,PM,Europe
71.79,Yes,Full,36,Female,PM,Europe
61.97,No,Half,60,Male,AM,Europe
97.39,No,Full,29,Female,AM,Europe
47.49,Yes,Half,19,Male,PM,Europe
42.03,No,Half,56,Male,AM,International
17.23,No,Full,70,Male,PM,International
41.54,No,Full,35,Female,PM,Europe
46.94,No,Full,32,Female,PM,Europe
15.14,Yes,Half,75,Male,PM,International
89.85,No,Full,55,Male,PM,International
8.9,No,Full,56,Male,PM,International
109.25,Yes,Half,42,Female,AM,Europe
16.86,Yes,Full,37,Male,AM,Europe
32.0,Yes,Full,56,Female,PM,International
24.7,No,Half,22,Male,PM,Europe
78.41,No,Full,55,Male,PM,International
118.87,No,Full,50,Female,PM,International
100.91,No,Half,64,Male,AM,Europe
12.87,No,Full,64,Male,PM,International
17.8,No,Full,26,Female,PM,Europe
66.67,Yes,Full,20,Male,AM,Europe
94.69,Yes,Full,49,Male,AM,Europe
86.92,No,Full,49,Male,PM,International
63.67,No,Full,59,Female,PM,Europe
7.95,Yes,Full,78,Male,PM,Europe
118.39,Yes,Full,63,Male,AM,Europe
92.5,No,Half,23,Other,AM,Europe
75.34,Yes,Half,72,Male,AM,Europe
86.84,Yes,Full,40,Female,PM,International
73.6,No,Full,18,Other,AM,Europe
85.77,Yes,Full,71,Male,AM,Europe
42.93,No,Full,72,Male,AM,International
98.17,No,Full,25,Female,AM,Europe
12.84,Yes,Full,34,Other,AM,Europe
60.57,Yes,Full,45,Male,AM,Europe
115.19,No,Full,33,Female,PM,Europe
70.63,No,Full,53,Male,PM,Europe
30.51,Yes,Full,73,Male,AM,International
67.52,No,Full,71,Female,PM,International
33.62,Yes,Full,23,Female,PM,Europe
43.13,Yes,Full,24,Female,PM,International
5.01,Yes,Full,73,Female,AM,Europe
106.91,Yes,Full,56,Female,PM,International
20.24,Yes,Half,75,Male,AM,Europe
96.11,No,Half,32,Female,PM,Europe
91.13,Yes,Half,26,Male,PM,International
7.23,Yes,Half,22,Female,AM,International
7.08,Yes,Full,21,Female,PM,Europe
44.41,Yes,Half,34,Male,AM,International
43.36,No,Full,47,Female,PM,International
64.99,Yes,Half,60,Male,AM,Europe
18.5,Yes,Full,46,Female,AM,Europe
66.76,No,Full,35,Male,AM,Europe
94.54,No,Full,63,Male,PM,International
92.12,No,Full,43,Male,PM,International
99.22,No,Full,61,Female,PM,Europe
84.16,No,Full,36,Male,PM,Europe
37.94,Yes,Full,50,Male,AM,International
100.97,Yes,Full,32,Male,PM,Europe
75.81,Yes,Half,74,Male,PM,Europe
35.59,No,Full,33,Male,PM,Europe
47.32,No,Half,49,Male,AM,Europe
64.65,No,Half,64,Male,AM,Europe
8.3,No,Half,23,Male,PM,International
105.44,Yes,Full,62,Male,PM,International
51.57,Yes,Full,34,Female,AM,Europe
48.02,Yes,Full,33,Male,AM,Europe
27.38,No,Full,66,Other,PM,Europe
60.52,No,Full,28,Male,PM,Europe
32.77,No,Full,19,Male,PM,Europe
100.69,No,Full,57,Male,PM,Europe
119.69,No,Full,47,Female,PM,Europe
45.48,Yes,Full,50,Female,AM,Europe
22.61,Yes,Full,39,Female,AM,Europe
11.49,No,Full,54,Female,AM,Europe
70.54,No,Full,54,Male,PM,International
91.63,Yes,Full,57,Male,PM,Europe
108.9,No,Full,64,Female,PM,Europe
12.01,No,Half,46,Female,AM,Europe
114.82,No,Half,79,Female,AM,International
46.32,No,Full,66,Male,PM,International
12.07,No,Half,37,Female,PM,Europe
17.03,No,Half,69,Female,AM,International
85.54,No,Full,40,Male,AM,Europe
47.63,No,Half,70,Male,AM,International
72.32,No,Full,57,Male,PM,International
104.34,No,Half,18,Female,PM,Europe
54.52,No,Half,62,Female,PM,Europe
73.02,No,Half,24,Female,AM,Europe
104.57,Yes,Full,40,Female,PM,International
118.53,Yes,Half,76,Male,AM,Europe
90.69,Yes,Half,70,Female,PM,Europe
81.45,Yes,Full,66,Female,AM,Europe
46.44,No,Full,77,Female,PM,Europe
113.78,No,Half,47,Female,AM,International
69.41,No,Full,65,Male,AM,International
49.38,Yes,Full,43,Female,PM,Europe
53.45,Yes,Half,55,Male,AM,Europe
8.38,Yes,Half,33,Male,AM,Europe
87.5,No,Full,73,Female,PM,Europe
87.43,No,Half,36,Other,AM,Europe
41.54,No,Full,75,Female,AM,Europe
37.97,No,Full,48,Male,PM,Europe
93.93,No,Half,42,Female,PM,Europe
30.22,Yes,Full,66,Female,PM,Europe
79.52,No,Full,53,Female,AM,Europe
99.07,No,Full,36,Male,AM,International
45.6,Yes,Half,39,Female,PM,International
10.69,Yes,Full,61,Female,PM,International
46.17,No,Full,18,Male,PM,Europe
82.65,No,Full,58,Female,AM,Europe
55.8,Yes,Half,76,Female,PM,Europe
111.29,No,Half,50,Female,AM,Europe
65.27,No,Half,51,Male,AM,Europe
116.58,No,Half,74,Male,AM,Europe
81.29,Yes,Full,42,Male,AM,Europe
99.02,No,Full,57,Female,AM,Europe
78.42,Yes,Full,72,Male,PM,International
63.0,No,Full,39,Female,PM,International
70.6,No,Full,43,Male,PM,International
99.81,No,Half,70,Female,PM,International
69.86,No,Full,38,Female,AM,Europe
111.25,No,Full,60,Male,PM,International
39.96,No,Full,52,Other,PM,International
53.46,No,Full,40,Female,AM,Europe
58.57,No,Half,66,Male,AM,International
80.96,Yes,Half,59,Male,AM,Europe
94.54,No,Half,40,Male,PM,Europe
77.42,No,Half,64,Male,AM,International
105.33,Yes,Full,50,Female,PM,International
116.16,No,Full,48,Female,PM,Europe
9.13,No,Half,29,Female,PM,Europe
5.28,Yes,Full,57,Female,PM,Europe
33.76,Yes,Full,46,Male,PM,International
17.08,Yes,Full,43,Male,AM,International
98.25,Yes,Full,38,Female,AM,Europe
97.64,Yes,Full,37,Female,AM,International
19.02,Yes,Full,58,Male,AM,Europe
63.87,No,Full,70,Male,PM,Europe
110.29,No,Full,24,Female,AM,Europe
21.48,No,Half,34,Male,AM,Europe
79.21,No,Full,79,Male,PM,Europe
90.74,No,Full,53,Female,PM,Europe
109.81,Yes,Half,64,Female,AM,Europe
73.19,Yes,Full,56,Male,PM,Europe
62.58,No,Full,47,Male,AM,Europe
58.36,Yes,Full,48,Male,AM,Europe
41.93,No,Full,73,Male,PM,Europe
58.06,No,Full,22,Female,PM,Europe
25.84,No,Full,32,Female,AM,Europe
82.8,Yes,Half,69,Male,AM,Europe
29.59,No,Full,58,Female,PM,Europe
10.74,Yes,Full,46,Female,PM,Europe
59.05,Yes,Half,57,Male,AM,International
96.98,No,Full,58,Female,AM,Europe
31.48,Yes,Full,74,Female,AM,Europe
98.24,Yes,Half,63,Male,AM,Europe
87.92,Yes,Full,38,Male,AM,Europe
77.25,Yes,Full,30,Male,PM,International
72.78,No,Full,51,Female,AM,International
36.31,No,Half,48,Female,AM,Europe
60.48,Yes,Half,61,Male,AM,International
33.5,No,Full,42,Female,AM,International
21.68,Yes,Full,38,Female,AM,Europe
72.2,Yes,Full,76,Female,AM,International
93.7,No,Full,36,Male,AM,Europe
55.6,No,Full,42,Female,AM,International
89.73,Yes,Half,65,Male,AM,International
86.07,No,Half,27,Male,PM,Europe
57.02,Yes,Full,57,Female,PM,Europe
90.83,No,Full,65,Male,AM,Europe
41.44,No,Half,51,Male,PM,Europe
97.51,No,Half,79,Female,AM,International
43.5,Yes,Full,70,Male,PM,Europe
83.52,No,Full,59,Male,PM,International
82.87,No,Full,54,Male,PM,Europe
52.83,No,Full,50,Male,PM,Europe
86.76,No,Half,59,Female,PM,Europe
107.37,No,Half,42,Male,AM,International
12.78,Yes,Full,47,Female,PM,International
38.97,No,Half,60,Male,PM,Europe
18.7,No,Half,27,Female,PM,Europe
25.55,No,Half,47,Female,AM,International
26.99,No,Full,39,Male,PM,International
115.9,No,Full,52,Male,PM,Europe
85.54,Yes,Full,74,Female,AM,Europe
71.74,No,Full,50,Female,AM,International
72.49,Yes,Full,34,Male,PM,International
15.74,No,Full,48,Male,PM,Europe
47.08,Yes,Full,30,Male,PM,Europe
107.8,No,Half,54,Male,PM,International
6.18,Yes,Full,79,Female,PM,International
7.23,No,Full,24,Female,AM,Europe
36.56,Yes,Half,79,Male,PM,Europe
78.0,No,Full,52,Female,PM,International
104.76,No,Half,79,Male,AM,Europe
8.88,No,Half,23,Female,PM,Europe
64.67,Yes,Full,72,Male,AM,Europe
77.21,No,Full,43,Male,PM,Europe
11.99,Yes,Full,46,Male,AM,Europe
59.36,No,Full,67,Other,AM,Europe
108.88,Yes,Half,25,Male,PM,International
45.9,Yes,Full,22,Female,AM,Europe
58.18,Yes,Half,53,Female,AM,International
70.45,Yes,Full,63,Male,AM,International
20.79,No,Full,42,Male,PM,International
58.87,Yes,Half,58,Female,PM,Europe
65.45,Yes,Full,49,Female,AM,Europe
22.83,Yes,Full,25,Male,AM,Europe
91.65,No,Full,74,Male,PM,Europe
18.82,No,Full,68,Female,AM,Europe
32.35,No,Full,78,Female,AM,Europe
79.23,No,Full,34,Female,AM,Europe
38.23,No,Half,47,Male,AM,International
15.87,No,Full,49,Male,AM,International
60.44,No,Half,60,Male,PM,Europe
45.18,No,Full,70,Other,AM,Europe
56.01,Yes,Full,61,Female,AM,Europe
25.23,Yes,Full,75,Male,PM,Europe
116.72,No,Full,72,Female,PM,Europe
21.32,Yes,Half,74,Male,PM,Europe
38.68,No,Half,78,Other,AM,International
61.91,Yes,Full,41,Male,AM,Europe
110.33,No,Full,20,Female,AM,Europe
15.18,No,Full,57,Female,AM,Europe
76.05,No,Full,53,Male,PM,Europe
24.27,Yes,Full,28,Male,PM,Europe
79.89,No,Full,73,Female,PM,Europe
70.66,No,Full,24,Female,PM,Europe
97.82,No,Full,37,Female,AM,Europe
9.96,Yes,Half,42,Female,AM,International
18.35,No,Half,70,Female,AM,Europe
86.1,No,Half,72,Female,PM,Europe
29.82,No,Full,42,Male,AM,International
5.16,No,Full,68,Female,AM,International
106.22,Yes,Full,18,Female,PM,Europe
116.49,No,Half,75,Female,PM,International
37.36,No,Full,80,Female,AM,Europe
44.37,No,Full,18,Male,AM,International
40.31,Yes,Half,62,Male,PM,Europe
79.25,Yes,Full,45,Female,AM,International
54.5,No,Full,59,Female,PM,International
13.9,Yes,Full,46,Male,PM,Europe
77.56,Yes,Full,36,Other,PM,Europe
93.96,Yes,Half,25,Female,AM,International
113.1,Yes,Full,33,Female,AM,Europe
51.54,No,Full,76,Female,PM,International
14.76,No,Half,33,Male,PM,International
25.46,Yes,Full,43,Male,PM,Europe
58.68,No,Half,27,Female,AM,Europe
84.34,No,Full,54,Male,AM,International
80.38,Yes,Half,64,Female,PM,Europe
95.72,Yes,Half,20,Female,AM,International
67.04,Yes,Half,56,Female,AM,International
101.03,Yes,Full,71,Male,PM,International
30.06,No,Full,78,Male,AM,Europe
41.09,Yes,Half,48,Female,PM,Europe
19.19,No,Full,57,Female,AM,Europe
54.17,No,Half,69,Female,AM,Europe
69.95,No,Full,43,Female,AM,Europe
57.95,Yes,Full,77,Female,PM,Europe
42.29,No,Full,44,Other,AM,Europe
23.76,Yes,Half,52,Female,PM,International
87.83,Yes,Half,31,Male,PM,International
64.33,No,Half,38,Female,PM,Europe
91.09,No,Full,50,Female,AM,International
76.16,No,Half,40,Female,AM,Europe
73.01,Yes,Full,53,Female,PM,Europe
118.59,No,Full,69,Female,PM,International
100.9,No,Full,68,Male,AM,Europe
69.14,No,Full,65,Male,AM,International
38.66,No,Half,33,Male,PM,Europe
26.47,Yes,Full,72,Female,AM,International
114.98,No,Full,19,Male,AM,Europe
118.7,Yes,Full,34,Other,PM,Europe
112.48,No,Full,32,Female,PM,International
21.9,No,Half,61,Other,PM,International
86.1,Yes,Full,71,Other,PM,International
78.2,Yes,Full,66,Female,AM,Europe
52.38,No,Full,74,Female,AM,Europe
32.16,No,Full,69,Male,PM,Europe
100.59,No,Full,54,Male,AM,Europe
93.83,No,Full,59,Male,AM,Europe
80.96,No,Half,61,Female,PM,Europe
77.65,No,Full,66,Female,AM,International
100.43,No,Half,65,Female,AM,Europe
48.41,No,Half,65,Male,AM,International
90.31,No,Full,34,Male,PM,Europe
39.7,No,Full,59,Male,PM,Europe
112.98,No,Half,33,Male,PM,Europe
42.61,No,Full,18,Female,AM,Europe
92.75,No,Full,77,Male,PM,International
89.36,No,Half,40,Female,AM,Europe
97.96,No,Half,67,Female,AM,International
103.23,No,Full,49,Female,AM,Europe
74.97,No,Half,55,Male,AM,Europe
27.88,No,Full,66,Male,PM,Europe
32.95,No,Full,37,Female,PM,International
23.67,No,Full,69,Male,PM,Europe
90.9,No,Full,20,Female,PM,Europe
69.8,No,Full,41,Female,PM,Europe
59.31,No,Full,41,Male,PM,Europe
107.34,No,Full,33,Female,PM,Europe
13.98,Yes,Full,72,Male,AM,International
49.73,No,Full,20,Male,AM,Europe
21.47,No,Full,37,Male,AM,Europe
5.28,No,Full,38,Male,AM,Europe
47.57,No,Full,44,Other,AM,Europe
62.86,No,Full,69,Male,AM,International
11.78,No,Full,66,Male,AM,Europe
52.8,Yes,Half,61,Male,PM,International
30.43,No,Full,66,Male,PM,Europe
58.94,No,Full,34,Female,PM,Europe
92.84,No,Full,67,Male,AM,Europe
54.09,No,Half,21,Female,AM,Europe
21.42,No,Full,18,Female,PM,International
69.51,No,Full,61,Other,AM,International
20.43,No,Full,57,Male,PM,International
102.82,Yes,Full,48,Male,PM,Europe
77.48,Yes,Half,80,Female,AM,International
10.24,No,Half,68,Female,AM,Europe
65.28,No,Full,64,Female,PM,International
59.81,Yes,Full,42,Female,AM,Europe
101.65,No,Half,35,Female,PM,Europe
102.0,Yes,Half,38,Male,PM,Europe
89.14,No,Full,76,Male,PM,Europe
99.54,Yes,Full,43,Male,AM,Europe
75.21,Yes,Half,60,Male,AM,Europe
73.24,No,Full,73,Female,AM,International
45.01,Yes,Half,30,Male,PM,Europe
55.15,Yes,Half,67,Female,PM,Europe
69.1,No,Full,30,Male,AM,International
57.42,No,Half,55,Male,PM,Europe
82.36,Yes,Full,52,Male,PM,Europe
48.29,Yes,Full,57,Female,PM,Europe
84.44,No,Full,55,Female,PM,Europe
44.45,Yes,Full,34,Male,AM,International
69.2,No,Full,60,Female,PM,Europe
99.39,No,Full,32,Female,AM,Europe
95.15,No,Full,42,Male,PM,Europe
44.42,Yes,Full,62,Female,PM,Europe
89.79,No,Full,50,Male,PM,Europe
52.84,No,Full,68,Male,AM,Europe
12.73,No,Full,64,Male,PM,International
9.4,No,Half,58,Other,AM,International
105.73,No,Half,66,Other,PM,Europe
18.41,No,Full,77,Female,PM,Europe
92.57,No,Full,76,Male,PM,International
49.82,Yes,Full,53,Female,PM,Europe
30.0,Yes,Full,38,Other,PM,Europe
32.18,Yes,Full,33,Male,AM,Europe
63.92,No,Full,18,Male,PM,Europe
113.27,No,Full,44,Male,AM,International
69.73,Yes,Full,36,Male,PM,Europe
64.16,No,Full,49,Male,AM,International
46.51,No,Half,78,Male,AM,International
20.33,No,Full,46,Female,PM,Europe
19.47,No,Half,20,Male,PM,Europe
68.11,Yes,Half,38,Male,PM,Europe
51.08,Yes,Full,34,Male,AM,International
41.97,No,Half,50,Other,AM,Europe
31.92,Yes,Full,35,Male,PM,Europe
94.47,No,Full,69,Female,AM,Europe
118.77,No,Full,75,Male,PM,Europe
36.91,Yes,Full,78,Male,AM,Europe
89.83,Yes,Full,51,Female,AM,International
23.1,No,Full,78,Other,AM,Europe
86.81,No,Full,22,Male,PM,International
35.79,No,Full,25,Male,PM,Europe
106.59,No,Half,59,Male,PM,Europe
21.43,No,Half,49,Male,AM,Europe
65.74,No,Full,25,Male,PM,International
84.44,No,Full,64,Male,AM,International
21.66,No,Half,78,Male,PM,Europe
88.14,No,Full,65,Female,AM,International
108.3,No,Full,26,Other,AM,International
89.5,No,Full,44,Female,AM,Europe
44.05,No,Half,38,Male,AM,Europe
38.11,No,Half,76,Female,PM,Europe
6.17,Yes,Full,56,Male,AM,International
85.49,No,Full,25,Female,PM,Europe
116.87,No,Half,28,Female,AM,Europe
102.98,Yes,Full,36,Male,PM,International
18.27,Yes,Full,64,Male,PM,Europe
101.81,No,Full,76,Female,PM,Europe
74.75,Yes,Full,35,Male,PM,Europe
15.78,Yes,Full,52,Female,PM,Europe
80.81,No,Half,62,Male,PM,International
12.61,No,Full,28,Female,AM,International
8.15,Yes,Full,45,Male,PM,Europe
89.0,No,Full,52,Male,AM,Europe
99.12,No,Full,43,Female,AM,Europe
46.2,Yes,Half,49,Female,PM,International
19.05,No,Full,45,Male,AM,International
54.79,No,Full,22,Female,AM,Europe
70.47,No,Full,50,Female,AM,Europe
68.78,No,Full,78,Female,AM,Europe
86.68,No,Full,31,Female,AM,Europe
102.75,Yes,Full,25,Male,AM,Europe
117.13,No,Full,44,Male,AM,Europe
59.35,No,Full,73,Female,AM,Europe
39.83,No,Full,46,Male,AM,Europe
41.41,Yes,Full,49,Female,AM,Europe
29.19,Yes,Half,36,Female,PM,Europe
78.9,Yes,Full,72,Female,PM,International
53.98,Yes,Full,43,Male,AM,Europe
82.26,Yes,Half,43,Male,PM,International
29.26,No,Full,54,Male,PM,Europe
77.19,No,Full,39,Female,PM,International
106.79,No,Half,39,Male,AM,Europe
102.36,Yes,Full,41,Male,AM,Europe
117.48,No,Half,69,Male,PM,Europe
60.04,No,Half,68,Male,AM,Europe
21.38,Yes,Half,35,Male,AM,International
34.56,Yes,Half,70,Male,AM,Europe
98.61,No,Half,35,Male,AM,International
55.04,No,Half,46,Male,AM,Europe
86.69,Yes,Full,64,Male,PM,Europe
84.63,Yes,Half,50,Female,PM,Europe
82.99,No,Full,68,Female,AM,Europe
8.32,No,Full,70,Male,PM,International
82.85,No,Full,72,Female,AM,Europe
76.41,No,Full,52,Female,PM,Europe
37.39,No,Full,71,Male,PM,International
7.51,No,Half,29,Female,PM,Europe
50.0,Yes,Half,49,Female,PM,International
66.95,No,Full,76,Female,PM,Europe
90.8,Yes,Full,18,Female,PM,Europe
102.85,No,Full,77,Female,AM,Europe
111.97,Yes,Full,43,Female,PM,International
30.71,No,Half,20,Female,AM,International
29.84,Yes,Full,33,Female,AM,Europe
57.59,Yes,Full,36,Male,AM,Europe
40.6,Yes,Full,24,Male,PM,Europe
17.76,Yes,Full,47,Male,PM,International
116.24,No,Full,61,Other,AM,International
83.93,No,Half,67,Female,PM,International
89.01,Yes,Full,24,Female,PM,Europe
94.71,No,Full,44,Female,PM,Europe
16.99,No,Half,18,Male,PM,Europe
106.88,No,Half,61,Female,PM,Europe
79.92,Yes,Full,26,Male,PM,Europe
29.36,No,Full,44,Male,AM,Europe
57.76,No,Full,64,Male,AM,Europe
41.15,No,Half,20,Male,PM,Europe
112.5,No,Full,58,Male,AM,Europe
61.42,Yes,Full,52,Female,AM,International
110.0,Yes,Full,30,Male,PM,International
40.69,No,Half,37,Male,AM,Europe
107.84,No,Full,71,Female,PM,International
89.97,No,Full,29,Female,AM,Europe
111.41,Yes,Half,54,Female,PM,International
31.8,No,Full,74,Female,AM,Europe
42.69,No,Full,45,Female,PM,International
108.96,Yes,Full,42,Female,AM,Europe
6.47,No,Half,25,Male,PM,International
19.37,No,Half,58,Male,AM,Europe
10.3,No,Full,21,Male,PM,Europe
96.42,No,Full,45,Female,PM,Europe
116.93,No,Full,60,Male,AM,Europe
87.63,No,Half,55,Female,PM,Europe
110.91,No,Full,33,Male,PM,International
111.17,No,Full,65,Female,AM,Europe
85.02,No,Half,42,Male,PM,Europe
75.27,Yes,Full,49,Female,AM,Europe
46.65,No,Half,80,Male,PM,Europe
